,web_browser,operating_sys,from_URL,to_URL,city,time_zone,longitude,latitude,time_in,time_out
1811,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Taurage,Europe/Vilnius,55.252201,22.2897,2012-03-16 18:34:14,2012-03-16 19:08:04
1813,Mozilla/5.0,Windows,direct,www.whitehouse.gov,Dallas,America/Chicago,32.782501,-96.820702,2011-07-12 21:26:16,2012-03-16 19:08:08
1814,Mozilla/5.0,Windows,t.co,www.cbo.gov,Irvine,America/Los_Angeles,33.675098,-117.733902,2012-03-16 14:41:30,2012-03-16 19:08:09
1816,Mozilla/5.0,Windows,direct,www.nysdot.gov,Olympia,America/Los_Angeles,47.0387,-122.891998,2011-10-25 17:25:56,2012-03-16 19:08:12
1817,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Stuttgart,Europe/Berlin,48.766701,9.1833,2012-03-16 18:34:14,2012-03-16 19:08:14
1818,Mozilla/5.0,Windows,direct,www.nysdot.gov,Fort Lupton,America/Denver,40.109901,-104.786301,2011-10-25 17:25:56,2012-03-16 19:08:14
1819,ICE,Browser/5.05,direct,www.federalreserve.gov,Bellevue,America/Los_Angeles,47.615398,-122.210297,2012-03-12 21:03:12,2012-03-16 19:08:16
1820,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Arlington,America/New_York,38.878201,-77.1054,2012-03-16 18:34:14,2012-03-16 19:08:19
1821,Mozilla/5.0,Windows,plus.url.google.com,www.nasa.gov,El Crucero,America/Managua,11.8667,-86.133301,2012-03-16 18:34:14,2012-03-16 19:08:20
1822,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Beirut,Asia/Beirut,33.871899,35.509701,2012-03-16 18:34:14,2012-03-16 19:08:20
1823,Mozilla/5.0,Ubuntu,direct,www.nasa.gov,Heidelberg,Europe/Berlin,49.416698,8.7,2012-03-16 18:34:14,2012-03-16 19:08:20
1824,Mozilla/4.0,Windows,direct,www.energystar.gov,Berkeley,America/Los_Angeles,37.878101,-122.271004,2012-01-13 22:03:44,2012-03-16 19:08:23
1825,Mozilla/5.0,Windows,direct,www.nysdot.gov,Elkton,America/New_York,39.617199,-75.867798,2011-10-25 17:25:56,2012-03-16 19:08:23
1826,Mozilla/5.0,Macintosh,t.co,www.dol.gov,Jessup,America/New_York,39.1441,-76.7817,2010-04-21 16:02:11,2012-03-16 19:08:24
1829,Mozilla/5.0,iPhone,direct,www.fairfaxcounty.gov,Alexandria,America/New_York,38.790901,-77.094704,2012-03-16 16:50:58,2012-03-16 19:08:24
1830,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Antalya,Asia/Istanbul,36.912498,30.689699,2012-03-16 18:34:14,2012-03-16 19:08:25
1831,Mozilla/5.0,Windows,direct,www.nysdot.gov,Wentzville,America/Chicago,38.790001,-90.854897,2011-10-25 17:25:56,2012-03-16 19:08:25
1832,Mozilla/5.0,Macintosh,www.facebook.com,www.choosemyplate.gov,West Lafayette,America/Indianapolis,40.4249,-86.916199,2012-03-16 19:05:54,2012-03-16 19:08:26
1833,Mozilla/5.0,Windows,t.co,www.nature.nps.gov,Washington,America/New_York,38.906799,-77.042702,2012-03-16 18:17:13,2012-03-16 19:08:28
1835,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 19:08:29
1837,Mozilla/5.0,Macintosh,www.facebook.com,www.army.mil,Austin,America/Chicago,30.303699,-97.7696,2012-02-15 22:18:26,2012-03-16 19:08:30
1838,Mozilla/5.0,Windows,direct,www.nysdot.gov,Fort Collins,America/Denver,40.561001,-105.053596,2011-10-25 17:25:56,2012-03-16 19:08:34
1840,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 19:08:32
1842,Mozilla/5.0,Windows,direct,www.whitehouse.gov,Dallas,America/Chicago,32.782501,-96.820702,2011-07-07 17:39:33,2012-03-16 19:08:35
1843,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 19:08:35
1844,Mozilla/5.0,Windows,36ohk6dgmcd1n-c.c.yom.mail.yahoo.net,www.fema.gov,Managua,America/Managua,12.1508,-86.268303,2012-03-13 21:23:33,2012-03-16 19:08:36
1845,Mozilla/5.0,Windows,direct,www.nysdot.gov,Verona,America/Chicago,42.9925,-89.567902,2011-10-25 17:25:56,2012-03-16 19:08:37
1846,Mozilla/5.0,Macintosh,www.facebook.com,www.phila.gov,Encinitas,America/Los_Angeles,33.050098,-117.2528,2012-03-16 02:56:54,2012-03-16 19:08:37
1847,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 19:08:38
1848,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 19:08:38
1849,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 19:08:38
1850,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 19:08:38
1851,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 19:08:42
1852,Mozilla/5.0,Windows,survivethearmageddon.com,www.nwrfc.noaa.gov,Ndola,Africa/Lusaka,-12.9667,28.633301,2012-01-19 20:48:03,2012-03-16 19:08:45
1854,Mozilla/4.0,Windows,direct,www.bls.gov,Arlington,America/New_York,38.886501,-77.096901,2010-12-07 12:32:19,2012-03-16 19:08:49
1855,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:08:52
1856,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 19:08:53
1857,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 19:08:53
1858,Mozilla/4.0,Windows,publications.usa.gov,www.ams.usda.gov,Cape May Court House,America/New_York,39.115601,-74.818001,2011-04-13 20:47:36,2012-03-16 19:08:53
1859,Mozilla/5.0,Windows,t.co,www.dol.gov,Peoria,America/Chicago,40.704399,-89.655701,2010-04-21 16:02:11,2012-03-16 19:08:55
1860,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 19:08:55
1861,Mozilla/5.0,iPad,iconfactory.com,www.nasa.gov,Vancouver,America/Vancouver,49.25,-123.133301,2012-03-16 14:30:47,2012-03-16 19:08:56
1862,Mozilla/5.0,Windows,t.co,www.dol.gov,Syosset,America/New_York,40.829399,-73.505203,2010-04-21 16:02:11,2012-03-16 19:08:58
1863,Mozilla/5.0,Windows,t.co,earthobservatory.nasa.gov,SPaulo,America/Sao_Paulo,-23.5333,-46.616699,2012-03-14 22:09:51,2012-03-16 19:08:58
1865,Mozilla/5.0,Linux,t.co,www.protectyourmove.gov,Syracuse,America/New_York,43.051399,-76.149498,2012-03-02 00:55:57,2012-03-16 19:09:00
1867,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Velke Prilepy,Europe/Prague,50.166698,14.3167,2012-03-16 18:34:14,2012-03-16 19:09:02
1868,Mozilla/5.0,Windows,direct,www.nysdot.gov,Erie,America/New_York,42.110199,-80.068199,2011-10-25 17:25:56,2012-03-16 19:09:06
1869,Mozilla/5.0,iPhone,m.facebook.com,www.irs.gov,Los Angeles,America/Los_Angeles,34.041599,-118.298798,2012-02-09 00:00:36,2012-03-16 19:09:06
1872,Mozilla/5.0,Windows,t.co,www.wrh.noaa.gov,Marietta,America/New_York,33.953201,-84.5177,2010-12-15 13:09:43,2012-03-16 19:09:10
1873,Mozilla/4.0,Windows,www.sltrib.com,elections.utah.gov,Salt Lake City,America/Denver,40.708698,-111.714302,2012-03-14 01:03:50,2012-03-16 19:09:19
1874,Mozilla/5.0,Windows,t.co,www.parks.wa.gov,Marysville,America/Los_Angeles,48.091202,-122.242302,2012-03-14 14:31:30,2012-03-16 19:09:22
1875,Mozilla/4.0,Windows,direct,www.whitehouse.gov,Washington,America/New_York,38.909698,-77.023102,2012-01-31 13:35:02,2012-03-16 19:09:23
1876,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:09:23
1877,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Newark,America/Los_Angeles,37.514702,-122.042297,2012-03-16 18:34:14,2012-03-16 19:09:24
1878,Mozilla/5.0,Windows,direct,www.nysdot.gov,Surprise,America/Phoenix,33.6096,-112.377296,2011-10-25 17:25:56,2012-03-16 19:09:24
1879,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Staten Island,America/New_York,40.5966,-74.077499,2012-03-16 18:34:14,2012-03-16 19:09:24
1880,Mozilla/5.0,Windows,t.co,www.maine.gov,Woodstock,America/Halifax,46.150002,-67.566704,2012-03-16 19:08:20,2012-03-16 19:09:25
1881,Mozilla/4.0,Windows,t.co,boxer.senate.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 17:45:41,2012-03-16 19:09:26
1882,Mozilla/5.0,Windows,direct,www.nysdot.gov,Surprise,America/Phoenix,33.6096,-112.377296,2011-10-25 17:25:56,2012-03-16 19:09:27
1883,Mozilla/5.0,Windows,direct,www.nysdot.gov,Santa Ana,America/Los_Angeles,33.743801,-117.865799,2011-10-25 17:25:56,2012-03-16 19:09:27
1884,Mozilla/5.0,Macintosh,t.co,www.ncbi.nlm.nih.gov,Tampa,America/New_York,28.063101,-82.412804,2012-02-22 04:32:33,2012-03-16 19:09:28
1886,Mozilla/4.0,Windows,direct,www.fda.gov,Paramus,America/New_York,40.9445,-74.07,2011-03-28 07:47:59,2012-03-16 19:09:29
1888,Mozilla/5.0,Windows,direct,www.nysdot.gov,Fort Worth,America/Chicago,32.867298,-97.248596,2011-10-25 17:25:56,2012-03-16 19:09:30
1890,Mozilla/4.0,Windows,direct,www.dol.gov,Medina,America/New_York,41.1343,-81.855904,2012-03-16 18:31:26,2012-03-16 19:09:30
1892,Mozilla/5.0,Windows,direct,blog.usa.gov,Belleville,America/New_York,42.1759,-83.480698,2012-03-15 17:36:46,2012-03-16 19:09:33
1893,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Larvik,Europe/Oslo,59.0667,10.0,2012-03-16 18:34:14,2012-03-16 19:09:33
1894,HTTP_Request2/2.0.0,http://pear.php.net/package/http_request2),direct,www.whitehouse.gov,Seattle,America/Los_Angeles,47.5839,-122.2995,2010-09-22 18:20:31,2012-03-16 19:09:36
1895,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Ceska,Europe/Prague,49.283298,16.5667,2012-03-16 18:34:14,2012-03-16 19:09:35
1896,Mozilla/5.0,Linux,t.co,www.edd.ca.gov,Riverside,America/Los_Angeles,33.940399,-117.395897,2012-02-27 23:51:21,2012-03-16 19:09:36
1897,Mozilla/5.0,Windows,t.co,www.nature.nps.gov,Washington,America/New_York,38.904202,-77.031998,2012-03-16 18:17:13,2012-03-16 19:09:36
1899,Mozilla/5.0,Macintosh,t.co,apod.nasa.gov,Rio De Janeiro,America/Sao_Paulo,-22.9,-43.233299,2012-03-16 18:37:48,2012-03-16 19:09:38
1900,Mozilla/5.0,Windows,t.co,www.usaid.gov,Brooklyn,America/New_York,40.6525,-73.955399,2012-03-16 18:58:56,2012-03-16 19:09:37
1901,Mozilla/5.0,Linux,t.co,apod.nasa.gov,Den Haag,Europe/Amsterdam,52.083302,4.3,2009-04-08 06:26:35,2012-03-16 19:09:43
1902,Mozilla/5.0,Windows,direct,www.nysdot.gov,Hampton,America/New_York,37.050499,-76.352303,2011-10-25 17:25:56,2012-03-16 19:09:45
1903,Mozilla/5.0,Linux,t.co,www.marines.mil,Fort Valley,America/New_York,32.572399,-83.892097,2012-03-16 18:53:27,2012-03-16 19:09:45
1904,Mozilla/5.0,Ubuntu,www.facebook.com,www.nasa.gov,Cachoeirinha,America/Sao_Paulo,-29.950001,-51.083302,2012-03-16 18:34:14,2012-03-16 19:09:45
1906,Mozilla/5.0,Windows,t.co,www.nasa.gov,Carros,Europe/Paris,43.799999,7.1833,2012-03-16 14:30:47,2012-03-16 19:09:48
1907,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Chattanooga,America/Chicago,35.0481,-85.283302,2012-03-16 18:34:14,2012-03-16 19:09:53
1908,Mozilla/5.0,Windows,direct,www.nysdot.gov,Laurel,America/New_York,39.096699,-76.877899,2011-10-25 17:25:56,2012-03-16 19:09:54
1909,Mozilla/5.0,Windows,direct,www.nysdot.gov,Surprise,America/Phoenix,33.6096,-112.377296,2011-10-25 17:25:56,2012-03-16 19:09:55
1910,Dalvik/1.4.0,Linux,direct,blog.usa.gov,Columbia,America/New_York,33.986,-80.9972,2012-03-15 17:36:46,2012-03-16 19:09:57
1911,Mozilla/5.0,Windows,plus.url.google.com,www.nasa.gov,El Crucero,America/Managua,11.8667,-86.133301,2012-03-16 18:34:14,2012-03-16 19:09:57
1912,Mozilla/5.0,Ubuntu,www.facebook.com,www.nasa.gov,Thessalon,Europe/Athens,40.640301,22.943899,2012-03-16 18:34:14,2012-03-16 19:09:57
1913,Mozilla/5.0,Windows,direct,www.nysdot.gov,Fort Lupton,America/Denver,40.109901,-104.786301,2011-10-25 17:25:56,2012-03-16 19:09:59
1915,Mozilla/5.0,BlackBerry,t.co,www.usa.gov,Baton Rouge,America/Chicago,30.3549,-91.076797,2012-02-28 19:49:37,2012-03-16 19:09:58
1916,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:09:58
1920,Mozilla/5.0,Windows,direct,www.nysdot.gov,Hugo,America/Chicago,45.183399,-92.986099,2011-10-25 17:25:56,2012-03-16 19:10:02
1922,Mozilla/5.0,Linux,t.co,www.nasa.gov,London,Europe/London,51.500198,-0.1262,2012-03-16 14:30:47,2012-03-16 19:10:05
1923,Mozilla/5.0,Windows,direct,www.nysdot.gov,Fort Collins,America/Denver,40.561001,-105.053596,2011-10-25 17:25:56,2012-03-16 19:10:05
1924,Mozilla/5.0,iPad,direct,www.nasa.gov,Preston,Europe/London,53.766701,-2.7167,2012-03-13 20:33:30,2012-03-16 19:10:08
1925,Mozilla/5.0,Linux,t.co,www.nasa.gov,London,Europe/London,51.500198,-0.1262,2012-03-16 14:30:47,2012-03-16 19:10:08
1928,Mozilla/5.0,Macintosh,t.co,www.ncbi.nlm.nih.gov,Toronto,America/Rainy_River,43.666698,-79.416702,2012-03-16 18:22:50,2012-03-16 19:10:10
1929,Mozilla/5.0,Windows,t.co,blogs.usda.gov,Davis,America/Los_Angeles,38.482899,-121.639801,2012-03-16 19:06:01,2012-03-16 19:10:11
1930,Mozilla/5.0,Windows,t.co,www.vermont.gov,Boston,America/New_York,42.342499,-71.067703,2012-03-16 18:07:05,2012-03-16 19:10:19
1932,Mozilla/5.0,Macintosh,hootsuite.com,www.fda.gov,Montreal,America/Montreal,45.5,-73.583298,2012-03-14 18:21:13,2012-03-16 19:10:19
1933,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Canton,America/New_York,42.307301,-83.486801,2012-03-16 18:34:14,2012-03-16 19:10:18
1934,Mozilla/5.0,Windows,hosted.ap.org,www.nrc.gov,Jefferson City,America/Chicago,38.516499,-92.200897,2012-03-14 22:09:47,2012-03-16 19:10:22
1935,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Bratislava,Europe/Bratislava,48.150002,17.116699,2012-03-16 18:34:14,2012-03-16 19:10:21
1936,Mozilla/5.0,Windows,direct,www.nysdot.gov,Acworth,America/New_York,34.1036,-84.637398,2011-10-25 17:25:56,2012-03-16 19:10:23
1937,Mozilla/5.0,Windows,direct,www.nysdot.gov,Seattle,America/Los_Angeles,47.5951,-122.332603,2011-10-25 17:25:56,2012-03-16 19:10:24
1938,Mozilla/5.0,iPad,direct,apod.nasa.gov,Athens,Europe/Athens,37.983299,23.733299,2012-03-16 17:20:20,2012-03-16 19:10:24
1939,Mozilla/5.0,Windows,direct,www.nysdot.gov,Mount Laurel,America/New_York,39.957199,-74.916199,2011-10-25 17:25:56,2012-03-16 19:10:24
1940,Mozilla/5.0,Windows,t.co,www.ncbi.nlm.nih.gov,Spring,America/Chicago,30.1766,-95.510101,2012-03-16 12:58:54,2012-03-16 19:10:24
1941,Mozilla/5.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Bellingham,America/New_York,42.0765,-71.472,2010-05-12 13:53:31,2012-03-16 19:10:26
1942,Mozilla/5.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Bellingham,America/New_York,42.0765,-71.472,2010-05-12 13:55:06,2012-03-16 19:10:26
1943,Mozilla/5.0,Windows,direct,www.nysdot.gov,Hugo,America/Chicago,45.183399,-92.986099,2011-10-25 17:25:56,2012-03-16 19:10:28
1945,Mozilla/5.0,SymbianOS/9.3,mobile.twitter.com,www.usa.gov,Quito,America/Guayaquil,-0.2167,-78.5,2012-02-28 19:49:37,2012-03-16 19:10:30
1946,Mozilla/4.0,Windows,www.linkedin.com,memory.loc.gov,Merrill,America/Chicago,45.178101,-89.833603,2012-03-14 21:22:26,2012-03-16 19:10:29
1947,Mozilla/5.0,Windows,direct,www.nasa.gov,Davidsonville,America/New_York,38.939201,-76.635002,2012-03-14 12:31:49,2012-03-16 19:10:33
1948,Mozilla/5.0,Windows,direct,www.whitehouse.gov,Dallas,America/Chicago,32.782501,-96.820702,2010-12-16 09:10:51,2012-03-16 19:10:34
1950,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 19:10:36
1951,Mozilla/5.0,BlackBerry,direct,www.cdcr.ca.gov,Rancho Cucamonga,America/Los_Angeles,34.143101,-117.615997,2009-07-23 14:55:50,2012-03-16 19:10:37
1952,Mozilla/5.0,Windows,direct,www.nysdot.gov,Wentzville,America/Chicago,38.790001,-90.854897,2011-10-25 17:25:56,2012-03-16 19:10:38
1953,Mozilla/5.0,iPhone,m.facebook.com,www.eugene-or.gov,Eugene,America/Los_Angeles,44.053902,-123.108803,2012-03-12 20:20:54,2012-03-16 19:10:42
1956,Mozilla/5.0,Macintosh,www.facebook.com,www.choosemyplate.gov,West Lafayette,America/Indianapolis,40.4249,-86.916199,2012-03-16 19:05:54,2012-03-16 19:10:46
1958,Mozilla/5.0,Windows,www.facebook.com,stateparks.utah.gov,Canby,America/Chicago,44.705002,-96.251801,2012-03-13 23:00:01,2012-03-16 19:10:48
1959,Mozilla/4.0,Windows,direct,portal.hud.gov,Alsip,America/Chicago,41.671398,-87.737099,2012-02-28 13:52:41,2012-03-16 19:10:48
1960,Mozilla/4.0,Windows,www.facebook.com,www.nasa.gov,Kansas City,America/Chicago,39.083698,-94.583801,2012-03-16 13:50:29,2012-03-16 19:10:49
1961,Mozilla/5.0,Windows,direct,www.edd.ca.gov,Paramount,America/Los_Angeles,33.898998,-118.1651,2011-02-18 16:47:00,2012-03-16 19:10:50
1962,Mozilla/5.0,Windows,t.co,www.dol.gov,Barrington,America/Chicago,42.158401,-88.159203,2010-04-21 16:02:11,2012-03-16 19:10:53
1963,Mozilla/4.0,Windows,t.co,www.maine.gov,Saint John,America/Halifax,45.266701,-66.066704,2012-03-16 19:08:20,2012-03-16 19:10:55
1966,Mozilla/4.0,Windows,direct,www.fda.gov,Paramus,America/New_York,40.9445,-74.07,2011-03-28 07:47:59,2012-03-16 19:11:00
1968,Mozilla/5.0,Windows,t.co,www.nasa.gov,Windang,Australia/NSW,-34.533298,150.866699,2012-03-14 12:31:49,2012-03-16 19:11:00
1971,Mozilla/5.0,Windows,direct,www.nysdot.gov,Pompano Beach,America/New_York,26.26,-80.191704,2011-10-25 17:25:56,2012-03-16 19:11:02
1972,Mozilla/5.0,Windows,direct,www.nysdot.gov,Hamden,America/New_York,41.382,-72.917099,2011-10-25 17:25:56,2012-03-16 19:11:04
1973,Mozilla/5.0,Macintosh,maydayidahominecomplex.com,www.sec.gov,Newtownabbey,Europe/London,54.666698,-5.8667,2011-11-10 21:25:20,2012-03-16 19:11:04
1974,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Westborough,America/New_York,42.2658,-71.610497,2010-05-12 13:53:31,2012-03-16 19:11:06
1975,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Westborough,America/New_York,42.2658,-71.610497,2010-05-12 13:55:06,2012-03-16 19:11:06
1976,Mozilla/5.0,Windows,t.co,www.nasa.gov,Bradford,Europe/London,53.783298,-1.75,2012-03-16 02:34:00,2012-03-16 19:11:04
1977,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Brandon,America/New_York,27.929501,-82.298698,2012-03-16 18:34:14,2012-03-16 19:11:06
1981,Mozilla/5.0,Windows,t.co,www.whitehouse.gov,Dulles,America/New_York,39.002102,-77.442101,2012-03-16 18:14:19,2012-03-16 19:11:14
1984,Mozilla/5.0,Windows,direct,www.nysdot.gov,Torrance,America/Los_Angeles,33.840302,-118.353897,2011-10-25 17:25:56,2012-03-16 19:11:17
1985,Mozilla/5.0,iPad,direct,www.nwrfc.noaa.gov,Olympia,America/Los_Angeles,47.0387,-122.891998,2012-01-19 20:48:03,2012-03-16 19:11:18
1986,Mozilla/5.0,Macintosh,direct,www.dol.gov,Los Gatos,America/Los_Angeles,37.2276,-121.989998,2010-04-21 16:02:11,2012-03-16 19:11:20
1987,Mozilla/5.0,Windows,www.google.com,www.noaanews.noaa.gov,Saint Louis,America/Chicago,38.589901,-90.346901,2012-03-15 19:14:18,2012-03-16 19:11:21
1988,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Hyderabad,Asia/Calcutta,17.375299,78.474403,2012-03-16 18:34:14,2012-03-16 19:11:21
1989,Mozilla/4.0,Windows,direct,www.mcc.gov,Sparks Glencoe,America/New_York,39.548302,-76.685898,2012-03-16 19:03:21,2012-03-16 19:11:20
1990,Mozilla/5.0,iPhone,m.facebook.com,www.fda.gov,Soddy Daisy,America/Chicago,35.300701,-85.180702,2012-02-24 23:47:59,2012-03-16 19:11:22
1991,Mozilla/4.0,Windows,dailyupdate.transportation.org,ntl.bts.gov,Chester,America/New_York,37.347698,-77.340698,2012-03-16 13:11:37,2012-03-16 19:11:24
1992,Mozilla/4.0,Windows,direct,www.osha.gov,Fishers,America/Indianapolis,39.960999,-85.983704,2012-02-01 20:10:14,2012-03-16 19:11:25
1993,Mozilla/5.0,Windows,sz0105.wc.mail.comcast.net,answers.usa.gov,Brockton,America/New_York,42.082699,-71.019096,2011-08-31 15:19:24,2012-03-16 19:11:27
1994,Mozilla/5.0,Macintosh,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 19:11:30
1995,Mozilla/5.0,Macintosh,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 19:11:30
1997,Mozilla/5.0,Linux,t.co,www.fda.gov,Ocala,America/New_York,29.0895,-82.094299,2012-03-16 16:45:02,2012-03-16 19:11:30
1998,Mozilla/5.0,Windows,direct,www.nysdot.gov,Everett,America/New_York,42.406399,-71.051201,2011-10-25 17:25:56,2012-03-16 19:11:33
1999,Mozilla/5.0,Macintosh,www.facebook.com,www.fairfaxcounty.gov,Herndon,America/New_York,38.955299,-77.3881,2012-03-16 17:48:43,2012-03-16 19:11:35
2000,Mozilla/5.0,Macintosh,plus.url.google.com,www.nasa.gov,Boulder,America/Denver,40.050701,-105.203697,2012-03-16 18:34:14,2012-03-16 19:11:35
2001,Mozilla/5.0,Linux,direct,www.spc.noaa.gov,Muscle Shoals,America/Chicago,34.7686,-87.558296,2012-03-16 16:33:38,2012-03-16 19:11:35
2002,Mozilla/5.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,West Haven,America/New_York,41.272999,-72.957397,2010-05-12 13:53:31,2012-03-16 19:11:35
2003,Mozilla/5.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,West Haven,America/New_York,41.272999,-72.957397,2010-05-12 13:55:06,2012-03-16 19:11:35
2004,Mozilla/5.0,Windows,messages.finance.yahoo.com,www.fda.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-16 15:24:34,2012-03-16 19:11:36
2005,Mozilla/5.0,iPhone,twitter.com,www.nasa.gov,Grand Blanc,America/New_York,42.919601,-83.649597,2012-03-16 14:30:47,2012-03-16 19:11:37
2006,Mozilla/5.0,SymbianOS/9.3,direct,www.usa.gov,Quito,America/Guayaquil,-0.2167,-78.5,2012-02-28 19:49:37,2012-03-16 19:11:39
2007,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Monticello,America/Chicago,45.2957,-93.811302,2012-03-16 18:34:14,2012-03-16 19:11:38
2009,Mozilla/5.0,Windows,direct,www.ncbi.nlm.nih.gov,Zamosc,Europe/Warsaw,50.716702,23.25,2012-03-15 19:15:32,2012-03-16 19:11:39
2010,Mozilla/4.0,Windows,www.sciencedaily.com,www.nasa.gov,Fort Bragg,America/New_York,35.146198,-78.994301,2011-11-08 22:51:34,2012-03-16 19:11:42
2011,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,League City,America/Chicago,29.5075,-95.0895,2012-03-16 18:08:12,2012-03-16 19:11:43
2012,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Istanbul,Asia/Istanbul,41.0186,28.964701,2012-03-16 18:34:14,2012-03-16 19:11:43
2013,Mozilla/5.0,Windows,t.co,www.ncbi.nlm.nih.gov,Toronto,America/Rainy_River,43.666698,-79.416702,2012-03-16 19:03:27,2012-03-16 19:11:44
2014,Mozilla/5.0,Windows,t.co,www.dol.gov,Los Angeles,America/Los_Angeles,33.9571,-118.404099,2010-04-21 16:02:11,2012-03-16 19:11:45
2017,Mozilla/5.0,iPhone,m.facebook.com,www.nasa.gov,Farnborough,Europe/London,51.266701,-0.7333,2012-03-16 18:34:14,2012-03-16 19:11:47
2018,Mozilla/4.0,Windows,www.airwarriors.com,www.navair.navy.mil,Fairfax,America/New_York,38.848999,-77.316498,2012-03-16 18:16:47,2012-03-16 19:11:49
2019,Mozilla/5.0,iPod,m.facebook.com,robotics.nasa.gov,Milwaukee,America/Chicago,43.0047,-87.9431,2012-03-16 18:40:20,2012-03-16 19:11:50
2020,Mozilla/5.0,Windows,direct,www.nysdot.gov,Lewisville,America/Chicago,33.050301,-97.014702,2011-10-25 17:25:56,2012-03-16 19:11:53
2021,Mozilla/5.0,Linux,m.facebook.com,www.nkdep.nih.gov,Henderson,America/New_York,37.824902,-87.533401,2012-02-29 20:44:32,2012-03-16 19:11:55
2022,Mozilla/5.0,Windows,direct,www.nysdot.gov,Laurel,America/New_York,39.096699,-76.877899,2011-10-25 17:25:56,2012-03-16 19:11:55
